"","xx","yy"
"1",0,0
"2",0.6,1
"3",0.533333333333333,1
"4",0.533333333333333,1
"5",0.466666666666667,1
"6",0.4,1
"7",0.4,1
"8",0.4,1
"9",0.4,1
"10",0.4,1
"11",0.4,0.933333333333333
"12",0.4,0.933333333333333
"13",0.4,0.933333333333333
"14",0.4,0.933333333333333
"15",0.4,0.933333333333333
"16",0.4,0.933333333333333
"17",0.4,0.933333333333333
"18",0.4,0.933333333333333
"19",0.333333333333333,0.933333333333333
"20",0.333333333333333,0.933333333333333
"21",0.266666666666667,0.933333333333333
"22",0.266666666666667,0.933333333333333
"23",0.266666666666667,0.933333333333333
"24",0.266666666666667,0.933333333333333
"25",0.266666666666667,0.933333333333333
"26",0.266666666666667,0.933333333333333
"27",0.266666666666667,0.933333333333333
"28",0.266666666666667,0.933333333333333
"29",0.266666666666667,0.933333333333333
"30",0.2,0.933333333333333
"31",0.2,0.933333333333333
"32",0.2,0.933333333333333
"33",0.2,0.933333333333333
"34",0.2,0.933333333333333
"35",0.2,0.933333333333333
"36",0.2,0.933333333333333
"37",0.133333333333333,0.933333333333333
"38",0.133333333333333,0.933333333333333
"39",0.133333333333333,0.933333333333333
"40",0.133333333333333,0.933333333333333
"41",0.133333333333333,0.933333333333333
"42",0.133333333333333,0.933333333333333
"43",0.133333333333333,0.933333333333333
"44",0.133333333333333,0.933333333333333
"45",0.133333333333333,0.933333333333333
"46",0.133333333333333,0.933333333333333
"47",0.133333333333333,0.933333333333333
"48",0.133333333333333,0.933333333333333
"49",0.133333333333333,0.933333333333333
"50",0.133333333333333,0.933333333333333
"51",0.133333333333333,0.933333333333333
"52",0.133333333333333,0.933333333333333
"53",0.133333333333333,0.933333333333333
"54",0.133333333333333,0.866666666666667
"55",0.133333333333333,0.866666666666667
"56",0.133333333333333,0.866666666666667
"57",0.133333333333333,0.866666666666667
"58",0.0666666666666667,0.866666666666667
"59",0,0.8
"60",0,0.8
"61",0,0.8
"62",0,0.8
"63",0,0.8
"64",0,0.8
"65",0,0.8
"66",0,0.8
"67",0,0.8
"68",0,0.8
"69",0,0.8
"70",0,0.8
"71",0,0.8
"72",0,0.8
"73",0,0.8
"74",0,0.8
"75",0,0.8
"76",0,0.8
"77",0,0.733333333333333
"78",0,0.733333333333333
"79",0,0.733333333333333
"80",0,0.733333333333333
"81",0,0.733333333333333
"82",0,0.733333333333333
"83",0,0.733333333333333
"84",0,0.733333333333333
"85",0,0.733333333333333
"86",0,0.733333333333333
"87",0,0.733333333333333
"88",0,0.733333333333333
"89",0,0.666666666666667
"90",0,0.666666666666667
"91",0,0.666666666666667
"92",0,0.666666666666667
"93",0,0.666666666666667
"94",0,0.666666666666667
"95",0,0.666666666666667
"96",0,0.666666666666667
"97",0,0.666666666666667
"98",0,0.6
"99",0,0.533333333333333
"100",0,0.533333333333333
"101",0,0
